Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%
POST,/api/v1/accounts/114559327427110958/unfollow,2,0,141.447684,156.526355,141.447684,171.605026,294,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559327478176343/follow,1,0,153.574975,153.574975,153.574975,153.574975,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327478176343/unfollow,1,0,146.627176,146.627176,146.627176,146.627176,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327611850118/follow,1,0,145.93599,145.93599,145.93599,145.93599,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327611850118/unfollow,1,0,147.252559,147.252559,147.252559,147.252559,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327662028973/follow,1,0,166.591624,166.591624,166.591624,166.591624,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559327662028973/unfollow,1,0,165.697848,165.697848,165.697848,165.697848,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559327774676728/follow,1,0,164.606032,164.606032,164.606032,164.606032,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327774676728/unfollow,1,0,162.487081,162.487081,162.487081,162.487081,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327837526303/follow,1,0,159.374125,159.374125,159.374125,159.374125,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327837526303/unfollow,1,0,147.939158,147.939158,147.939158,147.939158,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327987116067/follow,1,0,152.862283,152.862283,152.862283,152.862283,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327987116067/unfollow,1,0,229.654073,229.654073,229.654073,229.654073,294,0.001108315,0,230,230,230,230,230,230,230,230,230,230,230
POST,/api/v1/accounts/114559328020371630/follow,1,0,143.147569,143.147569,143.147569,143.147569,292,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559328020371630/unfollow,1,0,154.163515,154.163515,154.163515,154.163515,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559328224930934/follow,1,0,150.60502,150.60502,150.60502,150.60502,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559328224930934/unfollow,1,0,164.367571,164.367571,164.367571,164.367571,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559328654602997/follow,1,0,168.653025,168.653025,168.653025,168.653025,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559328654602997/unfollow,1,0,146.522706,146.522706,146.522706,146.522706,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559328744490010/follow,1,0,146.066481,146.066481,146.066481,146.066481,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559328744490010/unfollow,1,0,166.121856,166.121856,166.121856,166.121856,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559328932104480/follow,2,0,160,161.130209,157.425115,164.835303,292,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559328932104480/unfollow,2,0,160,170.7417185,155.164806,186.318631,294,0.00221663,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559329137833614/follow,3,0,170,165.8095863,153.783681,176.095391,292,0.003324946,0,170,170,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559329137833614/unfollow,3,0,163.78703,180.3721323,163.78703,213.083459,294,0.003324946,0,160,160,210,210,210,210,210,210,210,210,210
POST,/api/v1/accounts/114559329213879921/follow,1,0,159.419602,159.419602,159.419602,159.419602,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559329213879921/unfollow,1,0,147.091663,147.091663,147.091663,147.091663,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559329235701003/follow,1,0,164.749575,164.749575,164.749575,164.749575,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559329235701003/unfollow,1,0,157.35177,157.35177,157.35177,157.35177,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559329403396067/follow,1,0,168.797469,168.797469,168.797469,168.797469,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559329403396067/unfollow,1,0,161.127628,161.127628,161.127628,161.127628,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559329657755697/follow,1,0,164.904173,164.904173,164.904173,164.904173,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559329657755697/unfollow,1,0,134.542346,134.542346,134.542346,134.542346,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559329827924200/follow,1,0,161.843421,161.843421,161.843421,161.843421,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559329827924200/unfollow,1,0,173.538305,173.538305,173.538305,173.538305,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559329971189618/follow,1,0,149.973912,149.973912,149.973912,149.973912,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559329971189618/unfollow,1,0,152.440147,152.440147,152.440147,152.440147,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559330019304283/follow,1,0,156.200061,156.200061,156.200061,156.200061,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559330019304283/unfollow,1,0,137.749922,137.749922,137.749922,137.749922,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559330137740675/follow,2,0,172.665874,174.702866,172.665874,176.739858,292,0.00221663,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559330137740675/unfollow,2,0,134.986129,137.8645235,134.986129,140.742918,294,0.00221663,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559330316204768/follow,2,0,154.921274,160.23026,154.921274,165.539246,292,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559330316204768/unfollow,2,0,140,156.5529905,139.934824,173.171157,294,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559330506044895/follow,1,0,171.687438,171.687438,171.687438,171.687438,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559330506044895/unfollow,1,0,159.469958,159.469958,159.469958,159.469958,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559330529993706/follow,1,0,187.171669,187.171669,187.171669,187.171669,292,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559330529993706/unfollow,1,0,219.754199,219.754199,219.754199,219.754199,294,0.001108315,0,220,220,220,220,220,220,220,220,220,220,220
POST,/api/v1/accounts/114559330551459075/follow,1,0,168.820368,168.820368,168.820368,168.820368,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559330551459075/unfollow,1,0,156.818756,156.818756,156.818756,156.818756,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559330636256030/follow,2,0,170,172.6085205,167.758584,177.458457,292,0.00221663,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559330636256030/unfollow,2,0,160,165.211347,159.721774,170.70092,294,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559330863466105/follow,1,0,233.3967,233.3967,233.3967,233.3967,292,0.001108315,0,230,230,230,230,230,230,230,230,230,230,230
POST,/api/v1/accounts/114559330863466105/unfollow,1,0,143.494812,143.494812,143.494812,143.494812,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559331065359990/follow,1,0,177.198267,177.198267,177.198267,177.198267,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559331065359990/unfollow,1,0,131.823583,131.823583,131.823583,131.823583,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559331085179882/follow,1,0,162.036303,162.036303,162.036303,162.036303,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559331085179882/unfollow,1,0,178.206939,178.206939,178.206939,178.206939,294,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559331196648136/follow,1,0,169.746685,169.746685,169.746685,169.746685,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559331196648136/unfollow,1,0,163.001746,163.001746,163.001746,163.001746,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559331363374287/follow,1,0,170.252015,170.252015,170.252015,170.252015,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559331363374287/unfollow,1,0,137.264227,137.264227,137.264227,137.264227,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559331436522179/follow,1,0,149.586199,149.586199,149.586199,149.586199,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559331436522179/unfollow,1,0,144.920186,144.920186,144.920186,144.920186,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559331569393749/follow,1,0,165.051032,165.051032,165.051032,165.051032,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559331569393749/unfollow,1,0,161.853801,161.853801,161.853801,161.853801,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559331733358153/follow,1,0,159.711175,159.711175,159.711175,159.711175,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559331733358153/unfollow,1,0,162.99895,162.99895,162.99895,162.99895,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559331796273102/follow,1,0,148.640604,148.640604,148.640604,148.640604,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559331796273102/unfollow,1,0,142.999572,142.999572,142.999572,142.999572,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559331833627381/follow,1,0,171.608879,171.608879,171.608879,171.608879,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559331833627381/unfollow,1,0,139.679503,139.679503,139.679503,139.679503,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559331859085073/follow,1,0,166.000835,166.000835,166.000835,166.000835,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559331859085073/unfollow,1,0,151.821175,151.821175,151.821175,151.821175,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559331894942880/follow,1,0,168.35593,168.35593,168.35593,168.35593,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559331894942880/unfollow,1,0,164.758814,164.758814,164.758814,164.758814,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559332069782590/follow,2,0,170,194.7822185,166.915702,222.648735,292,0.00221663,0,220,220,220,220,220,220,220,220,220,220,220
POST,/api/v1/accounts/114559332069782590/unfollow,2,0,160,163.138516,157.787963,168.489069,294,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559332333170817/follow,1,0,161.688369,161.688369,161.688369,161.688369,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559332333170817/unfollow,1,0,143.534536,143.534536,143.534536,143.534536,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559332715367914/follow,1,0,143.893895,143.893895,143.893895,143.893895,292,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559332715367914/unfollow,1,0,137.391456,137.391456,137.391456,137.391456,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559332743989273/follow,1,0,172.442787,172.442787,172.442787,172.442787,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559332743989273/unfollow,1,0,142.801521,142.801521,142.801521,142.801521,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559332908371888/follow,1,0,171.974979,171.974979,171.974979,171.974979,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559332908371888/unfollow,1,0,220.28109,220.28109,220.28109,220.28109,294,0.001108315,0,220,220,220,220,220,220,220,220,220,220,220
POST,/api/v1/accounts/114559333005498266/follow,1,0,138.09716,138.09716,138.09716,138.09716,292,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559333005498266/unfollow,1,0,132.197919,132.197919,132.197919,132.197919,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559333065225057/follow,1,0,147.285878,147.285878,147.285878,147.285878,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559333065225057/unfollow,1,0,186.016968,186.016968,186.016968,186.016968,294,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559333125078796/follow,1,0,174.599633,174.599633,174.599633,174.599633,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333125078796/unfollow,1,0,165.932627,165.932627,165.932627,165.932627,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333198643069/follow,1,0,163.607433,163.607433,163.607433,163.607433,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559333198643069/unfollow,1,0,156.413537,156.413537,156.413537,156.413537,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559333253875390/follow,2,0,163.866502,166.7399935,163.866502,169.613485,292,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333253875390/unfollow,2,0,160,180.360564,155.364043,205.357085,294,0.00221663,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/accounts/114559333286727890/follow,2,0,170,170.051508,169.430195,170.672821,292,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333286727890/unfollow,2,0,152.170217,155.1956305,152.170217,158.221044,294,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559333324363283/follow,1,0,166.899065,166.899065,166.899065,166.899065,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333324363283/unfollow,1,0,149.563784,149.563784,149.563784,149.563784,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559333489919361/follow,1,0,169.888232,169.888232,169.888232,169.888232,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333489919361/unfollow,1,0,251.052876,251.052876,251.052876,251.052876,294,0.001108315,0,250,250,250,250,250,250,250,250,250,250,250
POST,/api/v1/accounts/114559333697104974/follow,1,0,166.278538,166.278538,166.278538,166.278538,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559333697104974/unfollow,1,0,163.599331,163.599331,163.599331,163.599331,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559333786815482/follow,1,0,152.296262,152.296262,152.296262,152.296262,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559333786815482/unfollow,1,0,144.977599,144.977599,144.977599,144.977599,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559333957891663/follow,1,0,159.645894,159.645894,159.645894,159.645894,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559333957891663/unfollow,1,0,142.919922,142.919922,142.919922,142.919922,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559334089980987/follow,1,0,144.098137,144.098137,144.098137,144.098137,292,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559334089980987/unfollow,1,0,145.101525,145.101525,145.101525,145.101525,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559334139613150/follow,1,0,188.706296,188.706296,188.706296,188.706296,292,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559334139613150/unfollow,1,0,166.553878,166.553878,166.553878,166.553878,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
PATCH,/api/v1/accounts/update_credentials,70,0,150,152.3579226,130.213604,188.913003,1082.114286,0.077582067,0,150,160,160,160,170,170,180,190,190,190,190
GET,/api/v1/accounts/verify_credentials,77,0,140,137.8202061,106.934371,188.617692,1081.363636,0.085340274,0,140,140,140,140,150,150,150,190,190,190,190
GET,/api/v1/blocks,80,0,140,137.1442207,115.886388,203.217138,2,0.08866522,0,140,140,140,140,150,150,190,200,200,200,200
GET,/api/v1/bookmarks,63,0,160,157.1925322,120.025963,233.540357,3141.555556,0.06982386,0,160,160,170,170,170,180,190,230,230,230,230
GET,/api/v1/conversations,70,0,130,133.0676753,113.309079,155.721934,2,0.077582067,0,130,140,140,140,140,150,150,160,160,160,160
GET,/api/v1/filters,61,0,140,137.8606974,116.722983,310.77234,2,0.06760723,0,140,140,140,140,140,150,150,310,310,310,310
GET,/api/v1/instance,77,0,120,123.7188235,104.691885,182.92138,2209,0.085340274,0,120,120,130,130,130,160,160,180,180,180,180
GET,/api/v1/lists,71,0,140,138.5203171,118.010525,189.457205,2812.028169,0.078690382,0,140,140,140,140,140,150,180,190,190,190,190
POST,/api/v1/lists,79,0,140,141.2942646,121.951236,167.721452,79.64556962,0.087556904,0,140,140,150,150,160,160,160,170,170,170,170
GET,/api/v1/mutes,62,0,140,136.720611,111.183437,197.929048,2,0.068715545,0,140,140,140,140,140,150,160,200,200,200,200
GET,/api/v1/notifications?limit=30,140,0,130,135.8424741,112.337289,378.244833,2,0.155164134,0,130,140,140,140,140,150,160,160,380,380,380
POST,/api/v1/statuses,276,0,180,186.8618105,149.930758,557.554061,1729.09058,0.305895007,0,180,190,190,190,200,210,240,340,560,560,560
GET,/api/v1/statuses/114565790781013494,2,0,152.420497,159.717319,152.420497,167.014141,1793.5,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565790781013494/bookmark,1,0,184.855752,184.855752,184.855752,184.855752,1794,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/statuses/114565790781013494/favourite,1,0,181.885119,181.885119,181.885119,181.885119,1793,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/statuses/114565790781013494/unbookmark,1,0,201.961171,201.961171,201.961171,201.961171,1785,0.001108315,0,200,200,200,200,200,200,200,200,200,200,200
POST,/api/v1/statuses/114565790781013494/unfavourite,2,0,144.12898,146.86244,144.12898,149.5959,1794,0.00221663,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565790781013494/unreblog,1,0,165.216856,165.216856,165.216856,165.216856,1795,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565790991007441/unfavourite,1,0,151.19533,151.19533,151.19533,151.19533,1780,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565792536843400/favourite,2,0,177.225371,176.6834215,176.141472,177.225371,1785,0.00221663,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/statuses/114565792536843400/reblog,1,0,214.329399,214.329399,214.329399,214.329399,3266,0.001108315,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/statuses/114565792536843400/unfavourite,1,0,152.952756,152.952756,152.952756,152.952756,1786,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565792536843400/unreblog,1,0,150.724456,150.724456,150.724456,150.724456,1785,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/v1/statuses/114565793413765622,1,0,157.959053,157.959053,157.959053,157.959053,1784,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565793413765622/bookmark,1,0,176.701723,176.701723,176.701723,176.701723,1782,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/statuses/114565793413765622/favourite,3,0,170,165.2868087,154.816164,172.078255,1783.666667,0.003324946,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565793413765622/reblog,1,0,205.110574,205.110574,205.110574,205.110574,3264,0.001108315,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/statuses/114565793413765622/unbookmark,2,0,164.123706,168.0467005,164.123706,171.969695,1788,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565793413765622/unreblog,2,0,140.067728,152.2493075,140.067728,164.430887,1785,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v1/statuses/114565794481363116,3,0,150,154.3335703,147.496504,161.283848,1775.333333,0.003324946,0,150,150,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565794481363116/bookmark,1,0,151.782117,151.782117,151.782117,151.782117,1775,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/v1/statuses/114565794481363116/context,2,0,140,149.670062,137.319992,162.020132,820.5,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565794481363116/favourite,3,0,166.309131,162.8216037,156.219978,166.309131,1775,0.003324946,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565794481363116/reblog,1,0,192.778466,192.778466,192.778466,192.778466,3259,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/statuses/114565794481363116/unbookmark,2,0,160,216.8205925,155.528286,278.112899,1777.5,0.00221663,0,280,280,280,280,280,280,280,280,280,280,280
POST,/api/v1/statuses/114565794481363116/unfavourite,4,0,150,149.9564172,140.16229,157.591145,1775.75,0.004433261,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565794481363116/unreblog,1,0,149.659254,149.659254,149.659254,149.659254,1776,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565794575459597/bookmark,1,0,196.320961,196.320961,196.320961,196.320961,1782,0.001108315,0,200,200,200,200,200,200,200,200,200,200,200
GET,/api/v1/statuses/114565794575459597/context,1,0,141.734321,141.734321,141.734321,141.734321,33,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/statuses/114565794575459597/favourite,2,0,160.250805,164.918201,160.250805,169.585597,1780,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565794575459597/reblog,2,0,190,199.6138075,189.986469,209.241146,3265,0.00221663,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/statuses/114565794575459597/unbookmark,1,0,154.169671,154.169671,154.169671,154.169671,1781,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565794575459597/unfavourite,3,0,150,152.466347,148.418657,156.868787,1782.333333,0.003324946,0,150,150,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565794575459597/unreblog,1,0,168.535031,168.535031,168.535031,168.535031,1783,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565794727391723/bookmark,1,0,167.656655,167.656655,167.656655,167.656655,1785,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565794727391723/unbookmark,1,0,148.81339,148.81339,148.81339,148.81339,1786,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565794868550513/favourite,2,0,154.822045,163.395463,154.822045,171.968881,1783,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565794868550513/reblog,2,0,164.36113,188.0578655,164.36113,211.754601,3267,0.00221663,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/statuses/114565794868550513/unfavourite,1,0,157.40992,157.40992,157.40992,157.40992,1784,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v1/statuses/114565794923193957,1,0,157.772907,157.772907,157.772907,157.772907,1781,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565794923193957/bookmark,2,0,160,168.001294,158.030508,177.97208,1780.5,0.00221663,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/statuses/114565794923193957/favourite,1,0,190.60433,190.60433,190.60433,190.60433,1780,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/statuses/114565794923193957/unbookmark,2,0,154.338448,161.538118,154.338448,168.737788,1781.5,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/statuses/114565794923193957/unfavourite,1,0,146.598068,146.598068,146.598068,146.598068,1781,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/statuses/114565795658046731/bookmark,1,0,168.815139,168.815139,168.815139,168.815139,1786,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/v1/statuses/114565795658046731/context,1,0,161.042079,161.042079,161.042079,161.042079,1610,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565795658046731/unbookmark,1,0,177.961178,177.961178,177.961178,177.961178,1787,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/statuses/114565795658046731/unreblog,1,0,162.31129,162.31129,162.31129,162.31129,1787,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/statuses/114565796171328993/bookmark,1,0,181.150705,181.150705,181.150705,181.150705,1772,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v1/statuses/114565796171328993/context,1,0,130.782062,130.782062,130.782062,130.782062,33,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/statuses/114565796171328993/favourite,6,0,160,164.9808767,148.760653,185.770363,1772,0.006649891,0,170,170,170,170,190,190,190,190,190,190,190
POST,/api/v1/statuses/114565796171328993/reblog,2,0,170,201.295362,165.877876,236.712848,3254,0.00221663,0,240,240,240,240,240,240,240,240,240,240,240
POST,/api/v1/statuses/114565796171328993/unbookmark,3,0,140,143.589961,135.385964,155.788319,1772.333333,0.003324946,0,140,140,160,160,160,160,160,160,160,160,160
