Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%
POST,/api/v1/accounts/114559320195988480/unfollow,2,0,140,144.400051,136.576724,152.223378,294,0.00221663,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320217305124/follow,1,0,155.811698,155.811698,155.811698,155.811698,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559320217305124/unfollow,1,0,144.476601,144.476601,144.476601,144.476601,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559320240167862/follow,1,0,156.599314,156.599314,156.599314,156.599314,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559320240167862/unfollow,1,0,139.844456,139.844456,139.844456,139.844456,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559320283348332/follow,2,0,170,171.7607905,166.676011,176.84557,292,0.00221663,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559320283348332/unfollow,2,0,140,142.339354,137.627751,147.050957,294,0.00221663,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320306245873/follow,1,0,151.086421,151.086421,151.086421,151.086421,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320306245873/unfollow,1,0,146.861782,146.861782,146.861782,146.861782,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320417421932/follow,1,0,167.863708,167.863708,167.863708,167.863708,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559320417421932/unfollow,1,0,217.953233,217.953233,217.953233,217.953233,294,0.001108315,0,220,220,220,220,220,220,220,220,220,220,220
POST,/api/v1/accounts/114559320482856791/follow,1,0,172.365429,172.365429,172.365429,172.365429,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559320482856791/unfollow,1,0,163.322106,163.322106,163.322106,163.322106,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559320500987327/follow,1,0,180.376497,180.376497,180.376497,180.376497,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559320500987327/unfollow,1,0,148.459011,148.459011,148.459011,148.459011,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320529799317/follow,1,0,149.096046,149.096046,149.096046,149.096046,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320529799317/unfollow,1,0,160.665398,160.665398,160.665398,160.665398,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559320657185869/follow,1,0,147.18695,147.18695,147.18695,147.18695,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320657185869/unfollow,1,0,208.123313,208.123313,208.123313,208.123313,294,0.001108315,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/accounts/114559320687312823/follow,1,0,180.043633,180.043633,180.043633,180.043633,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559320687312823/unfollow,1,0,212.582414,212.582414,212.582414,212.582414,294,0.001108315,0,210,210,210,210,210,210,210,210,210,210,210
POST,/api/v1/accounts/114559320766623805/follow,1,0,149.543196,149.543196,149.543196,149.543196,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559320766623805/unfollow,1,0,160.041736,160.041736,160.041736,160.041736,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559321064286062/follow,2,0,170,168.6525325,166.490928,170.814137,292,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321064286062/unfollow,2,0,150,171.836829,149.964954,193.708704,294,0.00221663,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559321125112074/follow,1,0,172.9146,172.9146,172.9146,172.9146,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321125112074/unfollow,1,0,164.458879,164.458879,164.458879,164.458879,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559321193918552/follow,1,0,166.311113,166.311113,166.311113,166.311113,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321193918552/unfollow,1,0,253.225489,253.225489,253.225489,253.225489,294,0.001108315,0,250,250,250,250,250,250,250,250,250,250,250
POST,/api/v1/accounts/114559321300343240/follow,1,0,164.9233,164.9233,164.9233,164.9233,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559321300343240/unfollow,1,0,172.084796,172.084796,172.084796,172.084796,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321390364695/follow,1,0,167.236523,167.236523,167.236523,167.236523,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321390364695/unfollow,1,0,134.717155,134.717155,134.717155,134.717155,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559321566590147/follow,1,0,173.585501,173.585501,173.585501,173.585501,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321566590147/unfollow,1,0,229.130522,229.130522,229.130522,229.130522,294,0.001108315,0,230,230,230,230,230,230,230,230,230,230,230
POST,/api/v1/accounts/114559321621074398/follow,1,0,174.581271,174.581271,174.581271,174.581271,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321621074398/unfollow,1,0,137.687804,137.687804,137.687804,137.687804,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559321648859310/follow,2,0,172.205749,172.8768215,172.205749,173.547894,292,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321648859310/unfollow,2,0,160,158.9939685,155.575661,162.412276,294,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559321713846506/follow,1,0,166.067366,166.067366,166.067366,166.067366,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559321713846506/unfollow,1,0,143.863711,143.863711,143.863711,143.863711,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559321770230973/follow,3,0,170,166.4907457,152.535583,177.358998,292,0.003324946,0,170,170,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559321770230973/unfollow,3,0,160,192.1685657,140.833263,274.784654,294,0.003324946,0,160,160,270,270,270,270,270,270,270,270,270
POST,/api/v1/accounts/114559322128087076/follow,1,0,163.313901,163.313901,163.313901,163.313901,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322128087076/unfollow,1,0,133.902705,133.902705,133.902705,133.902705,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559322424187087/follow,1,0,158.173257,158.173257,158.173257,158.173257,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322424187087/unfollow,1,0,165.492116,165.492116,165.492116,165.492116,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559322450191758/follow,1,0,153.90872,153.90872,153.90872,153.90872,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559322450191758/unfollow,1,0,153.584588,153.584588,153.584588,153.584588,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559322591942706/follow,1,0,170.49586,170.49586,170.49586,170.49586,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559322591942706/unfollow,1,0,162.874322,162.874322,162.874322,162.874322,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322621350548/follow,1,0,162.339528,162.339528,162.339528,162.339528,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322621350548/unfollow,1,0,155.927361,155.927361,155.927361,155.927361,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322791541717/follow,1,0,145.256795,145.256795,145.256795,145.256795,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559322791541717/unfollow,1,0,155.623422,155.623422,155.623422,155.623422,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322827552244/follow,2,0,150,153.9563305,149.124043,158.788618,292,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559322827552244/unfollow,2,0,159.709633,158.7846945,157.859756,159.709633,294,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559323006407297/follow,1,0,191.096451,191.096451,191.096451,191.096451,292,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559323006407297/unfollow,1,0,143.207428,143.207428,143.207428,143.207428,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559323034504952/follow,1,0,167.679969,167.679969,167.679969,167.679969,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559323034504952/unfollow,1,0,163.765233,163.765233,163.765233,163.765233,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559323273705172/follow,2,0,161.477463,162.3370965,161.477463,163.19673,292,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559323273705172/unfollow,2,0,161.180898,193.996644,161.180898,226.81239,294,0.00221663,0,230,230,230,230,230,230,230,230,230,230,230
POST,/api/v1/accounts/114559323471899243/follow,1,0,161.694616,161.694616,161.694616,161.694616,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559323471899243/unfollow,1,0,134.360027,134.360027,134.360027,134.360027,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559323501734753/follow,1,0,159.883177,159.883177,159.883177,159.883177,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559323501734753/unfollow,1,0,147.551626,147.551626,147.551626,147.551626,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559323690974052/follow,1,0,147.992222,147.992222,147.992222,147.992222,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559323690974052/unfollow,1,0,157.224774,157.224774,157.224774,157.224774,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559323902147658/follow,1,0,165.952041,165.952041,165.952041,165.952041,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559323902147658/unfollow,1,0,176.77578,176.77578,176.77578,176.77578,294,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559324042578679/follow,1,0,183.108071,183.108071,183.108071,183.108071,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559324042578679/unfollow,1,0,150.396321,150.396321,150.396321,150.396321,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324068667490/follow,1,0,154.836685,154.836685,154.836685,154.836685,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324068667490/unfollow,1,0,160.642238,160.642238,160.642238,160.642238,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324131092236/follow,1,0,175.95153,175.95153,175.95153,175.95153,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559324131092236/unfollow,1,0,156.199392,156.199392,156.199392,156.199392,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324253715709/follow,1,0,169.016285,169.016285,169.016285,169.016285,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559324253715709/unfollow,1,0,162.224623,162.224623,162.224623,162.224623,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324286005127/follow,2,0,141.77558,149.4860905,141.77558,157.196601,292,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324286005127/unfollow,2,0,150,151.9784795,145.441112,158.515847,294,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324398002255/follow,1,0,148.591515,148.591515,148.591515,148.591515,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324398002255/unfollow,1,0,154.0599,154.0599,154.0599,154.0599,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324480172063/follow,1,0,145.815864,145.815864,145.815864,145.815864,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324480172063/unfollow,1,0,145.034985,145.034985,145.034985,145.034985,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324523215131/follow,1,0,158.068353,158.068353,158.068353,158.068353,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324523215131/unfollow,1,0,156.93741,156.93741,156.93741,156.93741,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324786608017/follow,2,0,140,144.020513,139.487431,148.553595,292,0.00221663,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559324786608017/unfollow,2,0,143.969952,151.9763035,143.969952,159.982655,294,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324830348816/follow,1,0,169.684,169.684,169.684,169.684,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559324830348816/unfollow,1,0,158.877871,158.877871,158.877871,158.877871,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559324982767134/follow,1,0,179.32678,179.32678,179.32678,179.32678,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559324982767134/unfollow,1,0,152.432445,152.432445,152.432445,152.432445,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559325030972784/follow,1,0,143.059587,143.059587,143.059587,143.059587,292,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559325030972784/unfollow,1,0,141.489388,141.489388,141.489388,141.489388,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559325237757724/follow,2,0,141.01254,150.167476,141.01254,159.322412,292,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559325237757724/unfollow,2,0,143.642038,148.3979075,143.642038,153.153777,294,0.00221663,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559325364386238/follow,1,0,161.479405,161.479405,161.479405,161.479405,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559325364386238/unfollow,1,0,128.389199,128.389199,128.389199,128.389199,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559325389536132/follow,2,0,171.206197,172.472508,171.206197,173.738819,292,0.00221663,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559325389536132/unfollow,2,0,142.678407,153.412032,142.678407,164.145657,294,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559325547821409/follow,1,0,167.288439,167.288439,167.288439,167.288439,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559325547821409/unfollow,1,0,154.794742,154.794742,154.794742,154.794742,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559325658130414/follow,1,0,193.641147,193.641147,193.641147,193.641147,292,0.001108315,0,190,190,190,190,190,190,190,190,190,190,190
POST,/api/v1/accounts/114559325658130414/unfollow,1,0,313.008942,313.008942,313.008942,313.008942,294,0.001108315,0,310,310,310,310,310,310,310,310,310,310,310
POST,/api/v1/accounts/114559325684941570/follow,1,0,157.057893,157.057893,157.057893,157.057893,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559325684941570/unfollow,1,0,318.198523,318.198523,318.198523,318.198523,294,0.001108315,0,320,320,320,320,320,320,320,320,320,320,320
POST,/api/v1/accounts/114559325711980390/follow,1,0,168.059836,168.059836,168.059836,168.059836,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559325711980390/unfollow,1,0,163.071537,163.071537,163.071537,163.071537,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559325732940740/follow,1,0,165.651705,165.651705,165.651705,165.651705,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559325732940740/unfollow,1,0,300.294129,300.294129,300.294129,300.294129,294,0.001108315,0,300,300,300,300,300,300,300,300,300,300,300
POST,/api/v1/accounts/114559325839700204/follow,1,0,182.701346,182.701346,182.701346,182.701346,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559325839700204/unfollow,1,0,139.287586,139.287586,139.287586,139.287586,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559325921959755/follow,1,0,172.831335,172.831335,172.831335,172.831335,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559325921959755/unfollow,1,0,162.773145,162.773145,162.773145,162.773145,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559326036977236/follow,1,0,158.146729,158.146729,158.146729,158.146729,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559326036977236/unfollow,1,0,149.045471,149.045471,149.045471,149.045471,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559326141011936/follow,1,0,161.277539,161.277539,161.277539,161.277539,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559326141011936/unfollow,1,0,137.906382,137.906382,137.906382,137.906382,294,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559326305955187/follow,1,0,170.244343,170.244343,170.244343,170.244343,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559326305955187/unfollow,1,0,153.436702,153.436702,153.436702,153.436702,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559326413729327/follow,1,0,169.542379,169.542379,169.542379,169.542379,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559326413729327/unfollow,1,0,174.814729,174.814729,174.814729,174.814729,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559326477920035/follow,1,0,165.270348,165.270348,165.270348,165.270348,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559326477920035/unfollow,1,0,128.74661,128.74661,128.74661,128.74661,294,0.001108315,0,130,130,130,130,130,130,130,130,130,130,130
POST,/api/v1/accounts/114559326589214756/follow,1,0,183.580689,183.580689,183.580689,183.580689,292,0.001108315,0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/v1/accounts/114559326589214756/unfollow,1,0,153.838842,153.838842,153.838842,153.838842,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559326774944585/follow,2,0,142.393721,152.155078,142.393721,161.916435,292,0.00221663,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559326774944585/unfollow,2,0,160,209.089547,157.724751,260.454343,294,0.00221663,0,260,260,260,260,260,260,260,260,260,260,260
POST,/api/v1/accounts/114559326915422905/follow,1,0,157.380359,157.380359,157.380359,157.380359,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559326915422905/unfollow,1,0,145.7969,145.7969,145.7969,145.7969,294,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559326935468363/follow,1,0,163.943686,163.943686,163.943686,163.943686,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559326935468363/unfollow,1,0,162.811982,162.811982,162.811982,162.811982,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327000755936/follow,1,0,143.868693,143.868693,143.868693,143.868693,292,0.001108315,0,140,140,140,140,140,140,140,140,140,140,140
POST,/api/v1/accounts/114559327000755936/unfollow,1,0,174.230056,174.230056,174.230056,174.230056,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559327060811416/follow,1,0,153.450612,153.450612,153.450612,153.450612,292,0.001108315,0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/accounts/114559327060811416/unfollow,1,0,157.345594,157.345594,157.345594,157.345594,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327123505513/follow,1,0,171.023284,171.023284,171.023284,171.023284,292,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559327123505513/unfollow,1,0,158.967782,158.967782,158.967782,158.967782,294,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327223539418/follow,1,0,162.686184,162.686184,162.686184,162.686184,292,0.001108315,0,160,160,160,160,160,160,160,160,160,160,160
POST,/api/v1/accounts/114559327223539418/unfollow,1,0,173.453677,173.453677,173.453677,173.453677,294,0.001108315,0,170,170,170,170,170,170,170,170,170,170,170
POST,/api/v1/accounts/114559327427110958/follow,2,0,170,174.535376,168.361898,180.708854,292,0.00221663,0,180,180,180,180,180,180,180,180,180,180,180
